Gene.ID,Chr,start,end,strand,gene_length,type,detailed_type,symbol,annotation
AT4G27720,Chr4,13830827,13833814,+,2988,mRNA,mRNA,,Major facilitator superfamily protein
AT4G27730,Chr4,13833807,13836661,-,2855,mRNA,mRNA,OPT6,oligopeptide transporter 1
AT4G07895,Chr4,13836090,13836305,+,216,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G27730
AT4G27740,Chr4,13839038,13839842,+,805,mRNA,mRNA,,Yippee family putative zinc-binding protein
AT4G27745,Chr4,13839842,13841536,+,1695,mRNA,mRNA,,Yippee family putative zinc-binding protein
AT4G27750,Chr4,13841639,13843653,+,2015,mRNA,mRNA,ISI1,binding protein
AT4G27760,Chr4,13844059,13846746,+,2688,mRNA,mRNA,FEY,NAD(P)-binding Rossmann-fold superfamily protein
AT4G27780,Chr4,13847549,13849934,+,2386,mRNA,mRNA,ACBP2,acyl-CoA binding protein 2
AT4G27790,Chr4,13849949,13851973,+,2025,mRNA,mRNA,,Calcium-binding EF hand family protein
AT4G27800,Chr4,13851777,13854237,-,2461,mRNA,mRNA,TAP38,thylakoid-associated phosphatase 38
AT4G27810,Chr4,13854318,13855865,-,1548,mRNA,mRNA,,hypothetical protein
AT4G27820,Chr4,13857650,13860745,-,3096,mRNA,mRNA,BGLU9,beta glucosidase 9
AT4G07905,Chr4,13860642,13860949,+,308,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G27820
AT4G27830,Chr4,13861649,13864659,-,3011,mRNA,mRNA,BGLU10,beta glucosidase 10
AT4G27840,Chr4,13864919,13866607,-,1689,mRNA,mRNA,,SNARE-like superfamily protein
AT4G27845,Chr4,13866983,13868702,+,1720,mRNA,mRNA,,hypothetical protein
AT4G27850,Chr4,13870376,13873509,+,3134,mRNA,mRNA,,Glycine-rich protein family
AT4G27852,Chr4,13872023,13873907,-,1885,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G27850
MSTRG.18710.2,Chr4,13872394,13872859,+,466,lncRNA,intragenic,NA,Overlaps with AT4G27850
AT4G27860,Chr4,13873708,13876528,+,2821,mRNA,mRNA,MEB1,vacuolar iron transporter (VIT) family protein
AT4G27870,Chr4,13878701,13882905,+,4205,mRNA,mRNA,,Vacuolar iron transporter (VIT) family protein
AT4G27875,Chr4,13882917,13882988,-,72,canonical ncRNA,tRNA,,
AT4G27880,Chr4,13883167,13885063,+,1897,mRNA,mRNA,,Protein with RING/U-box and TRAF-like domain
AT4G27885,Chr4,13885191,13885263,-,73,canonical ncRNA,tRNA,,
AT4G27890,Chr4,13886033,13887272,+,1240,mRNA,mRNA,,HSP20-like chaperones superfamily protein
AT4G27900,Chr4,13890472,13893073,+,2602,mRNA,mRNA,,CCT motif family protein
AT4G27910,Chr4,13893915,13900630,+,6716,mRNA,mRNA,SDG16,SET domain protein 16
AT4G27920,Chr4,13901142,13902000,+,859,mRNA,mRNA,PYL10,PYR1-like 10
AT4G27940,Chr4,13904265,13907405,+,3141,mRNA,mRNA,MTM1,manganese tracking factor for mitochondrial SOD2
AT4G07925,Chr4,13909217,13909561,+,345,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G27950
AT4G27950,Chr4,13909542,13910995,-,1454,mRNA,mRNA,CRF4,cytokinin response factor 4
AT4G07955,Chr4,13912636,13913003,+,368,lncRNA,intergenic,,
AT4G27960,Chr4,13915531,13917500,-,1970,mRNA,mRNA,UBC9,ubiquitin conjugating enzyme 9
AT4G27970,Chr4,13918165,13920378,-,2214,mRNA,mRNA,SLAH2,SLAC1 homologue 2
AT4G27980,Chr4,13921292,13923570,+,2279,mRNA,mRNA,,trichohyalin-like protein (DUF3444)
AT4G27990,Chr4,13923594,13924775,-,1182,mRNA,mRNA,YLMG1-2,YGGT family protein
AT4G28000,Chr4,13925338,13929527,+,4190,mRNA,mRNA,,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT4G28005,Chr4,13929655,13930191,-,537,mRNA,mRNA,,NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit
AT4G28010,Chr4,13930342,13933270,+,2929,mRNA,mRNA,,Tetratricopeptide repeat (TPR)-like superfamily protein
AT4G28020,Chr4,13933232,13935479,-,2248,mRNA,mRNA,,tRNA-thr(GGU) m(6)t(6)A37 methyltransferase
AT4G28025,Chr4,13935538,13937555,-,2018,mRNA,mRNA,,hypothetical protein
AT4G28030,Chr4,13937573,13939171,-,1599,mRNA,mRNA,,Acyl-CoA N-acyltransferases (NAT) superfamily protein
AT4G28040,Chr4,13940307,13942436,+,2130,mRNA,mRNA,UMAMIT33,nodulin MtN21 /EamA-like transporter family protein
AT4G28050,Chr4,13942257,13943732,-,1476,mRNA,mRNA,TET7,tetraspanin7
AT4G28060,Chr4,13943781,13945773,-,1993,mRNA,mRNA,,Cytochrome c oxidase%2C subunit Vib family protein
AT4G28068,Chr4,13945738,13945842,+,105,mRNA,mRNA,,hypothetical protein
AT4G28070,Chr4,13945892,13948627,+,2736,mRNA,mRNA,,AFG1-like ATPase family protein
AT4G28080,Chr4,13948603,13958107,-,9505,mRNA,mRNA,,Tetratricopeptide repeat (TPR)-like superfamily protein
AT4G07975,Chr4,13951108,13956888,+,5781,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G28080
AT4G28085,Chr4,13959872,13960750,+,879,mRNA,mRNA,,transmembrane protein
AT4G28088,Chr4,13961134,13961611,-,478,mRNA,mRNA,,Low temperature and salt responsive protein family
AT4G28090,Chr4,13961888,13964229,-,2342,mRNA,mRNA,sks10,SKU5 similar 10
AT4G28100,Chr4,13965099,13967076,-,1978,mRNA,mRNA,,transmembrane protein
AT4G07985,Chr4,13967391,13967704,+,314,lncRNA,intergenic,,
AT4G28110,Chr4,13968029,13969525,-,1497,mRNA,mRNA,MYB41,myb domain protein 41
AT4G28130,Chr4,13971552,13974323,+,2772,mRNA,mRNA,DGK6,diacylglycerol kinase 6
AT4G28140,Chr4,13974493,13975919,-,1427,mRNA,mRNA,,Integrase-type DNA-binding superfamily protein
AT4G28150,Chr4,13977303,13979487,-,2185,mRNA,mRNA,,hypothetical protein (DUF789)
AT4G28162,Chr4,13979567,13981536,-,1970,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G28160
AT4G28160,Chr4,13980316,13981001,+,686,mRNA,mRNA,,hydroxyproline-rich glycoprotein family protein
AT4G28170,Chr4,13981635,13982837,+,1203,mRNA,mRNA,,transmembrane protein
AT4G08005,Chr4,13982246,13982492,-,247,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G28170
AT4G28180,Chr4,13982796,13983717,-,922,mRNA,mRNA,,hypothetical protein
AT4G08015,Chr4,13982990,13983427,+,438,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G28180
AT4G28190,Chr4,13984695,13987510,+,2816,mRNA,mRNA,ULT1,Developmental regulator%2C ULTRAPETALA
MSTRG.18751.1,Chr4,13984737,13985301,-,565,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT4G28190
AT4G28200,Chr4,13987530,13990539,-,3010,mRNA,mRNA,,U3 small nucleolar RNA-associated-like protein
AT4G28210,Chr4,13990595,13992146,+,1552,mRNA,mRNA,EMB1923,embryo defective 1923
AT4G28220,Chr4,13992210,13995831,+,3622,mRNA,mRNA,NDB1,NAD(P)H dehydrogenase B1
AT4G28230,Chr4,13995779,13997307,-,1529,mRNA,mRNA,,hypothetical protein
AT4G28240,Chr4,13997292,13998604,-,1313,mRNA,mRNA,,Wound-responsive family protein
AT4G28250,Chr4,13999625,14002124,-,2500,mRNA,mRNA,EXPB3,expansin B3
AT4G28260,Chr4,14004401,14006989,+,2589,mRNA,mRNA,,acyl-UDP-N-acetylglucosamine O-acyltransferase
MSTRG.18757.1,Chr4,14006241,14006389,-,149,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT4G28260
AT4G28270,Chr4,14007475,14009287,-,1813,mRNA,mRNA,RMA2,RING membrane-anchor 2
MSTRG.18759.1,Chr4,14007869,14008024,+,156,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT4G28270
AT4G28280,Chr4,14010685,14012700,+,2016,mRNA,mRNA,LLG3,LORELEI-LIKE-GPI ANCHORED PROTEIN 3
AT4G28290,Chr4,14011080,14012697,-,1618,mRNA,mRNA,,hypothetical protein
AT4G28300,Chr4,14014646,14017097,+,2452,mRNA,mRNA,,formin-like protein (DUF1421)
AT4G28310,Chr4,14017343,14018212,+,870,mRNA,mRNA,,microtubule-associated protein
AT4G28320,Chr4,14018183,14020323,-,2141,mRNA,mRNA,MAN5,Glycosyl hydrolase superfamily protein
AT4G28330,Chr4,14022280,14023305,-,1026,mRNA,mRNA,,pyrroline-5-carboxylate reductase
AT4G28340,Chr4,14024534,14025655,-,1122,mRNA,mRNA,,pyrroline-5-carboxylate reductase
AT4G28350,Chr4,14026577,14028622,+,2046,mRNA,mRNA,,Concanavalin A-like lectin protein kinase family protein
AT4G28360,Chr4,14028983,14031049,-,2067,mRNA,mRNA,,Ribosomal protein L22p/L17e family protein
AT4G28362,Chr4,14032490,14032561,+,72,canonical ncRNA,tRNA,,
AT4G28365,Chr4,14032845,14033840,-,996,mRNA,mRNA,ENODL3,early nodulin-like protein 3
AT4G28370,Chr4,14034536,14039668,+,5133,mRNA,mRNA,,RING/U-box superfamily protein
AT4G28380,Chr4,14039756,14040931,-,1176,mRNA,mRNA,,Leucine-rich repeat (LRR) family protein
AT4G28390,Chr4,14041288,14043347,-,2060,mRNA,mRNA,AAC3,ADP/ATP carrier 3
AT4G28395,Chr4,14043940,14044902,+,963,mRNA,mRNA,A7,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT4G28397,Chr4,14045924,14046689,+,766,mRNA,mRNA,,non-specific lipid-transfer-like protein
AT4G28400,Chr4,14048268,14050335,+,2068,mRNA,mRNA,,Protein phosphatase 2C family protein
AT4G28405,Chr4,14050579,14050817,-,239,mRNA,mRNA,,Expressed protein
AT4G28410,Chr4,14052180,14055040,+,2861,mRNA,mRNA,,Tyrosine transaminase family protein
AT4G28420,Chr4,14055661,14057592,+,1932,mRNA,mRNA,,Tyrosine transaminase family protein
AT4G28430,Chr4,14057631,14059864,+,2234,mRNA,mRNA,,Reticulon family protein
AT4G28440,Chr4,14059896,14061386,+,1491,mRNA,mRNA,,Nucleic acid-binding%2C OB-fold-like protein
AT4G28450,Chr4,14061403,14064708,-,3306,mRNA,mRNA,,WD repeat and SOF domain-containing protein 1
AT4G28460,Chr4,14065992,14066661,+,670,mRNA,mRNA,,transmembrane protein
AT4G28470,Chr4,14066731,14072582,-,5852,mRNA,mRNA,RPN1B,26S proteasome regulatory subunit S2 1B
AT4G28480,Chr4,14073008,14075271,+,2264,mRNA,mRNA,,DNAJ heat shock family protein
AT4G28485,Chr4,14075235,14076011,-,777,mRNA,mRNA,DMP7,transmembrane protein%2C putative (DUF679 domain membrane protein 7)
AT4G28490,Chr4,14077676,14081457,+,3782,mRNA,mRNA,HAE,Leucine-rich receptor-like protein kinase family protein
AT4G28500,Chr4,14082660,14084553,+,1894,mRNA,mRNA,NAC073,NAC domain containing protein 73
AT4G28510,Chr4,14084624,14086882,-,2259,mRNA,mRNA,PHB1,prohibitin 1
AT4G28520,Chr4,14087556,14089796,+,2241,mRNA,mRNA,CRU3,cruciferin 3
AT4G28530,Chr4,14090489,14094902,-,4414,mRNA,mRNA,NAC074,NAC domain containing protein 74
AT4G28540,Chr4,14106735,14110706,+,3972,mRNA,mRNA,CKL6,casein kinase I-like 6
AT4G28550,Chr4,14110799,14113777,+,2979,mRNA,mRNA,,Ypt/Rab-GAP domain of gyp1p superfamily protein
AT4G28556,Chr4,14114104,14115897,+,1794,mRNA,mRNA,RIC7,PAK-box/P21-Rho-binding family protein
AT4G28560,Chr4,14116015,14117367,-,1353,mRNA,mRNA,RIC7,ROP-interactive CRIB motif-containing protein 7
AT4G28570,Chr4,14119353,14122616,+,3264,mRNA,mRNA,,Long-chain fatty alcohol dehydrogenase family protein
AT4G28580,Chr4,14123489,14125089,+,1601,mRNA,mRNA,MGT5,magnesium transport 5
AT4G28590,Chr4,14125212,14127082,-,1871,mRNA,mRNA,MRL7,polyadenylate-binding protein 2-binding protein
AT4G28600,Chr4,14129180,14132869,+,3690,mRNA,mRNA,NPGR2,no pollen germination related 2
AT4G28610,Chr4,14132811,14135292,-,2482,mRNA,mRNA,PHR1,phosphate starvation response 1
AT4G28620,Chr4,14135526,14137953,-,2428,mRNA,mRNA,ABCB24,ABC transporter of the mitochondrion 2
AT4G28630,Chr4,14138321,14141054,-,2734,mRNA,mRNA,ABCB23,ABC transporter of the mitochondrion 1
AT4G28640,Chr4,14142063,14143969,+,1907,mRNA,mRNA,IAA11,indole-3-acetic acid inducible 11
AT4G28650,Chr4,14143958,14147537,-,3580,mRNA,mRNA,,Leucine-rich repeat transmembrane protein kinase family protein
AT4G28652,Chr4,14144675,14147417,+,2743,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G28650
AT4G28660,Chr4,14149849,14151163,+,1315,mRNA,mRNA,PSB28,photosystem II reaction center PSB28 protein
AT4G28670,Chr4,14151387,14153935,+,2549,mRNA,mRNA,,cysteine-rich RECEPTOR-like kinase%2C putative (DUF26)
AT4G28680,Chr4,14155064,14158869,+,3806,mRNA,mRNA,TYRDC,L-tyrosine decarboxylase
AT4G28690,Chr4,14158898,14161049,+,2152,mRNA,mRNA,,hypothetical protein
AT4G28700,Chr4,14161594,14163342,+,1749,mRNA,mRNA,AMT1%3B4,ammonium transporter 1%3B4
AT4G28703,Chr4,14166094,14166957,+,864,mRNA,mRNA,,RmlC-like cupins superfamily protein
AT4G28706,Chr4,14167635,14172454,+,4820,mRNA,mRNA,,pfkB-like carbohydrate kinase family protein
AT4G28710,Chr4,14171998,14182168,+,10171,mRNA,mRNA,XIH,Myosin family protein with Dil domain-containing protein
AT4G28720,Chr4,14192569,14194302,+,1734,mRNA,mRNA,YUC8,Flavin-binding monooxygenase family protein
AT4G28730,Chr4,14199043,14200903,+,1861,mRNA,mRNA,GrxC5,Glutaredoxin family protein
AT4G28740,Chr4,14200903,14202766,+,1864,mRNA,mRNA,,LOW PSII ACCUMULATION-like protein
AT4G28750,Chr4,14202758,14204061,-,1304,mRNA,mRNA,PSAE-1,Photosystem I reaction centre subunit IV / PsaE protein
AT4G28755,Chr4,14203626,14204377,+,752,mRNA,mRNA,,hypothetical protein
AT4G28760,Chr4,14207460,14212050,+,4591,mRNA,mRNA,TRM20,methyl-coenzyme M reductase II subunit gamma%2C putative (DUF3741)
AT4G28770,Chr4,14211855,14213969,-,2115,mRNA,mRNA,,Tetraspanin family protein
AT4G28775,Chr4,14214778,14215381,+,604,mRNA,mRNA,,hypothetical protein
AT4G28780,Chr4,14215473,14217909,+,2437,mRNA,mRNA,,GDSL-like Lipase/Acylhydrolase superfamily protein
AT4G28790,Chr4,14218214,14220998,+,2785,mRNA,mRNA,,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT4G28800,Chr4,14221632,14224116,+,2485,mRNA,mRNA,,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT4G28811,Chr4,14225208,14228071,+,2864,mRNA,mRNA,,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT4G28815,Chr4,14228578,14230380,+,1803,mRNA,mRNA,,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT4G28820,Chr4,14229408,14232380,-,2973,mRNA,mRNA,,HIT-type Zinc finger family protein
AT4G28830,Chr4,14232422,14234334,+,1913,mRNA,mRNA,,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
AT4G28840,Chr4,14240666,14242679,+,2014,mRNA,mRNA,,mediator of RNA polymerase II transcription subunit
AT4G28850,Chr4,14244290,14246037,+,1748,mRNA,mRNA,XTH26,xyloglucan endotransglucosylase/hydrolase 26
AT4G28860,Chr4,14246260,14249872,+,3613,mRNA,mRNA,ckl4,casein kinase I-like 4
AT4G28870,Chr4,14250421,14250720,+,300,mRNA,mRNA,,mutator transposase MUDRA protein
AT4G28880,Chr4,14251135,14254946,+,3812,mRNA,mRNA,ckl3,casein kinase I-like 3
AT4G28890,Chr4,14256243,14257965,-,1723,mRNA,mRNA,,RING/U-box superfamily protein
AT4G28910,Chr4,14264034,14266786,-,2753,mRNA,mRNA,NINJA,Putative interactor of JAZ
MSTRG.18822.1,Chr4,14264949,14265366,+,418,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT4G28910
AT4G28915,Chr4,14267281,14267362,+,82,canonical ncRNA,tRNA,,
AT4G28920,Chr4,14268415,14269885,-,1471,mRNA,mRNA,,hypothetical protein (DUF626)
AT4G28930,Chr4,14271072,14271652,+,581,mRNA,mRNA,,hypothetical protein
AT4G28940,Chr4,14274341,14277252,+,2912,mRNA,mRNA,,Phosphorylase superfamily protein
AT4G28950,Chr4,14277922,14279993,+,2072,mRNA,mRNA,ROP9,RHO-related protein from plants 9
AT4G28980,Chr4,14288379,14290913,+,2535,mRNA,mRNA,CAK1AT,CDK-activating kinase 1AT
AT4G28990,Chr4,14290947,14293199,+,2253,mRNA,mRNA,,RNA-binding protein-like protein
AT4G29000,Chr4,14293513,14297066,+,3554,mRNA,mRNA,,Tesmin/TSO1-like CXC domain-containing protein
AT4G29010,Chr4,14297044,14302287,-,5244,mRNA,mRNA,AIM1,Enoyl-CoA hydratase/isomerase family
AT4G29020,Chr4,14304921,14305841,+,921,mRNA,mRNA,,glycine-rich protein
MSTRG.18832.1,Chr4,14305196,14305500,-,305,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT4G29020
AT4G29030,Chr4,14307195,14308022,+,828,mRNA,mRNA,,Putative membrane lipoprotein
AT4G29033,Chr4,14308919,14309379,-,461,mRNA,mRNA,,Defensin-like (DEFL) family protein
AT4G29035,Chr4,14310315,14310770,+,456,mRNA,mRNA,,Plant self-incompatibility protein S1 family
AT4G29037,Chr4,14311493,14312128,+,636,mRNA,mRNA,,plant self-incompatibility protein S1 family protein
AT4G29040,Chr4,14312283,14314600,+,2318,mRNA,mRNA,RPT2a,regulatory particle AAA-ATPase 2A
MSTRG.18835.1,Chr4,14312371,14312633,-,263,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT4G29040
AT4G29050,Chr4,14314657,14317022,-,2366,mRNA,mRNA,,Concanavalin A-like lectin protein kinase family protein
AT4G29060,Chr4,14317226,14321575,+,4350,mRNA,mRNA,emb2726,elongation factor Ts family protein
MSTRG.18839.1,Chr4,14319807,14320048,-,242,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT4G29060
AT4G29070,Chr4,14321807,14323336,+,1530,mRNA,mRNA,,Phospholipase A2 family protein
AT4G29080,Chr4,14323296,14325361,-,2066,mRNA,mRNA,PAP2,phytochrome-associated protein 2
AT4G29090,Chr4,14333528,14335255,+,1728,mRNA,mRNA,,Ribonuclease H-like superfamily protein
AT4G29100,Chr4,14340951,14345013,+,4063,mRNA,mRNA,,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
MSTRG.18843.1,Chr4,14344731,14344928,-,198,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT4G29100
AT4G08045,Chr4,14345159,14345433,-,275,lncRNA,intergenic,,
AT4G29103,Chr4,14346288,14346500,-,213,mRNA,mRNA,,transmembrane protein
AT4G29110,Chr4,14348637,14349720,+,1084,mRNA,mRNA,,cotton fiber protein
AT4G03235,Chr4,14350046,14350392,-,347,lncRNA,intergenic,,
AT4G29120,Chr4,14350858,14352059,+,1202,mRNA,mRNA,,6-phosphogluconate dehydrogenase family protein
AT4G29130,Chr4,14352037,14355201,-,3165,mRNA,mRNA,HXK1,hexokinase 1
MSTRG.18848.1,Chr4,14352639,14352778,+,140,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT4G29130
AT4G08055,Chr4,14354615,14354807,+,193,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G29130
AT4G08065,Chr4,14364142,14364738,+,597,lncRNA,intergenic,,
AT4G03245,Chr4,14365671,14366282,+,612,lncRNA,intergenic,,
AT4G29140,Chr4,14368877,14371195,+,2319,mRNA,mRNA,ADS1,MATE efflux family protein
AT4G29150,Chr4,14378706,14380512,+,1807,mRNA,mRNA,IQD25,IQ-domain 25
AT4G29160,Chr4,14380660,14382736,+,2077,mRNA,mRNA,SNF7.1,SNF7 family protein
AT4G29170,Chr4,14382819,14385465,+,2647,mRNA,mRNA,ATMND1,Mnd1 family protein
AT4G29180,Chr4,14385471,14389775,+,4305,mRNA,mRNA,RHS16,root hair specific 16
AT4G29190,Chr4,14391849,14393381,-,1533,mRNA,mRNA,OZF2,Zinc finger C-x8-C-x5-C-x3-H type family protein
AT4G29200,Chr4,14398054,14400198,-,2145,mRNA,mRNA,,Beta-galactosidase related protein
AT4G29210,Chr4,14400920,14403519,+,2600,mRNA,mRNA,GGT4,gamma-glutamyl transpeptidase 4
AT4G29220,Chr4,14403347,14406592,-,3246,mRNA,mRNA,PFK1,phosphofructokinase 1
AT4G29230,Chr4,14409772,14415481,+,5710,mRNA,mRNA,NAC075,NAC domain containing protein 75
AT4G29240,Chr4,14418556,14420350,+,1795,mRNA,mRNA,,Leucine-rich repeat (LRR) family protein
AT4G29250,Chr4,14420689,14422281,+,1593,mRNA,mRNA,,HXXXD-type acyl-transferase family protein
AT4G29260,Chr4,14422152,14423603,-,1452,mRNA,mRNA,,HAD superfamily%2C subfamily IIIB acid phosphatase
AT4G29270,Chr4,14423627,14424898,-,1272,mRNA,mRNA,,HAD superfamily%2C subfamily IIIB acid phosphatase
AT4G29273,Chr4,14425441,14425857,-,417,mRNA,mRNA,LCR23,low-molecular-weight cysteine-rich 23
AT4G29276,Chr4,14426790,14427183,-,394,pseudogene,intergenic,,pseudogene
AT4G29280,Chr4,14427882,14428265,-,384,mRNA,mRNA,LCR22,low-molecular-weight cysteine-rich 22
AT4G29281,Chr4,14429177,14429548,-,372,pseudogene,intergenic,,pseudogene
AT4G29283,Chr4,14430180,14430650,-,471,mRNA,mRNA,LCR21,low-molecular-weight cysteine-rich 21
AT4G29285,Chr4,14431526,14432290,+,765,mRNA,mRNA,LCR24,low-molecular-weight cysteine-rich 24
AT4G29290,Chr4,14432640,14433084,-,445,mRNA,mRNA,LCR26,low-molecular-weight cysteine-rich 26
AT4G29300,Chr4,14433991,14434524,-,534,mRNA,mRNA,LCR27,low-molecular-weight cysteine-rich 27
AT4G08075,Chr4,14435598,14435801,-,204,lncRNA,intergenic,,
AT4G29305,Chr4,14436147,14436717,-,571,mRNA,mRNA,LCR25,low-molecular-weight cysteine-rich 25
AT4G08085,Chr4,14437100,14437431,+,332,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G29310
AT4G29310,Chr4,14437133,14439769,-,2637,mRNA,mRNA,,DUF1005 family protein (DUF1005)
MSTRG.18864.1,Chr4,14440423,14440573,-,151,lncRNA,intergenic,NA,NA
AT4G29330,Chr4,14444553,14447237,+,2685,mRNA,mRNA,DER1,DERLIN-1
AT4G29340,Chr4,14447338,14448698,+,1361,mRNA,mRNA,PRF4,profilin 4
AT4G29350,Chr4,14449888,14451394,+,1507,mRNA,mRNA,PFN2,profilin 2
MSTRG.18868.1,Chr4,14450053,14450256,-,204,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT4G29350
AT4G29360,Chr4,14451351,14453982,-,2632,mRNA,mRNA,,O-Glycosyl hydrolases family 17 protein
AT4G29370,Chr4,14455602,14456852,+,1251,mRNA,mRNA,,Galactose oxidase/kelch repeat superfamily protein
MSTRG.18871.1,Chr4,14455903,14456016,-,114,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT4G29370
AT4G29380,Chr4,14458648,14465684,+,7037,mRNA,mRNA,VPS15,protein kinase family protein / WD-40 repeat family protein
AT4G29390,Chr4,14464856,14466029,-,1174,mRNA,mRNA,,Ribosomal protein S30 family protein
AT4G29400,Chr4,14466267,14468267,+,2001,mRNA,mRNA,,oxidoreductase/transition metal ion-binding protein (DUF3531)
AT4G29410,Chr4,14468205,14470197,-,1993,mRNA,mRNA,,Ribosomal L28e protein family
AT4G08125,Chr4,14468649,14468743,-,95,canonical ncRNA,snoRNA,,
AT4G08155,Chr4,14468817,14468901,-,85,canonical ncRNA,snoRNA,,
AT4G08165,Chr4,14468964,14469056,-,93,canonical ncRNA,snoRNA,,
AT4G08175,Chr4,14469192,14469284,-,93,canonical ncRNA,snoRNA,,
AT4G29415,Chr4,14470278,14470349,+,72,canonical ncRNA,tRNA,,
AT4G29420,Chr4,14470456,14472300,-,1845,mRNA,mRNA,,F-box/RNI-like superfamily protein
AT4G29430,Chr4,14472303,14473621,+,1319,mRNA,mRNA,rps15ae,ribosomal protein S15A E
AT4G29440,Chr4,14473757,14477963,-,4207,mRNA,mRNA,,Regulator of Vps4 activity in the MVB pathway protein
AT4G29450,Chr4,14478749,14482626,-,3878,mRNA,mRNA,,Leucine-rich repeat protein kinase family protein
AT4G29460,Chr4,14482815,14483936,-,1122,mRNA,mRNA,PLA2-GAMMA,Phospholipase A2 family protein
AT4G29470,Chr4,14484243,14485817,-,1575,mRNA,mRNA,PLA2-DELTA,Phospholipase A2 family protein
AT4G29480,Chr4,14485875,14487804,-,1930,mRNA,mRNA,,Mitochondrial ATP synthase subunit G protein
AT4G29490,Chr4,14487883,14491620,+,3738,mRNA,mRNA,,Metallopeptidase M24 family protein
AT4G29510,Chr4,14491622,14494001,+,2380,mRNA,mRNA,PRMT11,arginine methyltransferase 11
AT4G29520,Chr4,14493911,14495789,-,1879,mRNA,mRNA,,nucleophosmin
AT4G29530,Chr4,14495960,14497517,+,1558,mRNA,mRNA,,Pyridoxal phosphate phosphatase-related protein
AT4G29540,Chr4,14497560,14500504,+,2945,mRNA,mRNA,LpxA,bacterial transferase hexapeptide repeat-containing protein
AT4G08185,Chr4,14500063,14500262,-,200,lncRNA,intragenic,,Natural antisense transcript overlaps with AT4G29540
AT4G29548,Chr4,14501976,14502191,-,216,mRNA,mRNA,,hypothetical protein
AT4G29550,Chr4,14502212,14503847,+,1636,mRNA,mRNA,,hypothetical protein (DUF626)
AT4G29560,Chr4,14503873,14506015,-,2143,mRNA,mRNA,,fanconi anemia group E protein FANCE protein
AT4G29570,Chr4,14507347,14508482,+,1136,mRNA,mRNA,,Cytidine/deoxycytidylate deaminase family protein
AT4G29580,Chr4,14510147,14512488,+,2342,mRNA,mRNA,,Cytidine/deoxycytidylate deaminase family protein
AT4G29590,Chr4,14511962,14514588,-,2627,mRNA,mRNA,,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
AT4G29600,Chr4,14515487,14516501,+,1015,mRNA,mRNA,,Cytidine/deoxycytidylate deaminase family protein
AT4G29610,Chr4,14517393,14518519,+,1127,mRNA,mRNA,,Cytidine/deoxycytidylate deaminase family protein
AT4G29620,Chr4,14519863,14521087,+,1225,mRNA,mRNA,,Cytidine/deoxycytidylate deaminase family protein
AT4G29630,Chr4,14522569,14523240,+,672,mRNA,mRNA,,Cytidine/deoxycytidylate deaminase family protein
AT4G29640,Chr4,14525830,14526881,+,1052,mRNA,mRNA,,Cytidine/deoxycytidylate deaminase family protein
MSTRG.18896.1,Chr4,14528312,14528466,-,155,lncRNA,intergenic,NA,NA
AT4G29650,Chr4,14528510,14529514,+,1005,mRNA,mRNA,,Cytidine/deoxycytidylate deaminase family protein
AT4G29654,Chr4,14531601,14532454,-,854,mRNA,mRNA,,Protein kinase superfamily protein
AT4G29658,Chr4,14532937,14534073,-,1137,mRNA,mRNA,PRA1.C,prenylated RAB acceptor 1.C
AT4G29660,Chr4,14534181,14535356,-,1176,mRNA,mRNA,EMB2752,embryo defective 2752
AT4G29670,Chr4,14535407,14537356,-,1950,mRNA,mRNA,ACHT2,atypical CYS HIS rich thioredoxin 2
